timestamp,participant_id,session_id,trial_id,condition_code,run_code,condition_name,practice,episode,steps,total_reward,target_reached,human_feedback_given
1787760798.893689,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,1,2,-50.5,0,0
1787760799.081134,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,2,3,-52.0,0,0
1787760799.330954,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,3,4,-51.5,0,0
1787760799.393978,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,4,1,-50.0,0,0
1787760799.521044,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,5,2,-50.5,0,0
1787760799.585044,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,6,1,-50.0,0,0
1787760799.964942,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,7,6,-54.5,0,0
1787760800.012960,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,8,1,-50.0,0,0
1787760800.137146,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,9,2,-50.5,0,0
1787760800.390068,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,10,4,-51.5,0,0
1787760800.827735,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,11,7,-54.0,0,0
1787760801.517211,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,12,11,-59.0,0,0
1787760801.705401,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,13,3,-51.0,0,0
1787760802.016175,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,14,5,-54.0,0,0
1787760804.038841,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,15,8,-56.5,0,1
1787760804.228277,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,16,3,-51.0,0,0
1787760804.418133,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,17,3,-51.0,0,0
1787760804.844841,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,18,7,-54.0,0,0
1787760805.221089,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,19,6,-53.5,0,0
1787760805.349041,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,20,2,-50.5,0,0
1787760805.599034,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,21,4,-52.5,0,0
1787760805.660711,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,22,1,-50.0,0,0
1787760806.098790,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,23,7,-55.0,0,0
1787760806.351932,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,24,4,-51.5,0,0
1787760806.607149,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,25,4,-52.5,0,0
1787760808.959726,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,26,10,-58.5,0,1
1787760815.934586,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,27,28,-75.5,0,1
1787760816.060771,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,28,2,-50.5,0,0
1787760816.438863,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,29,6,-53.5,0,0
1787760816.752563,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,30,5,-52.0,0,0
1787760823.437599,P001,P001_S01,P001_S01_ST1TR_TR03_R02,TR03,R02,Gridworld_Requested_Voice,1,31,16,-64.5,0,1
