timestamp,participant_id,session_id,trial_id,condition_code,run_code,condition_name,practice,study,environment,feedback_timing,modality,episode,step,state_before_row,state_before_col,action,action_name,state_after_row,state_after_col,reward,total_reward,done,target_reached,collision,entropy_coef,ambiguity_detected
1788307644.781492,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,Study 1,Gridworld,Requested Feedback,Keyboard,1,1,0,0,3,RIGHT,0,1,-0.5,-0.5,0,0,0,0.05,0
1788307644.844362,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,Study 1,Gridworld,Requested Feedback,Keyboard,1,2,0,1,1,DOWN,1,1,-50.0,-50.5,1,0,1,0.049975000000000006,0
1788307644.938706,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,Study 1,Gridworld,Requested Feedback,Keyboard,2,1,0,0,3,RIGHT,0,1,-0.5,-0.5,0,0,0,0.049975000000000006,0
1788307645.001622,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,Study 1,Gridworld,Requested Feedback,Keyboard,2,2,0,1,2,LEFT,0,0,-1.5,-2.0,0,0,0,0.049975000000000006,0
1788307645.063239,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,Study 1,Gridworld,Requested Feedback,Keyboard,2,3,0,0,0,UP,-1,0,-50.0,-52.0,1,0,1,0.04995001250000001,0
1788307645.141301,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,Study 1,Gridworld,Requested Feedback,Keyboard,3,1,0,0,3,RIGHT,0,1,-0.5,-0.5,0,0,0,0.04995001250000001,0
1788307645.203062,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,Study 1,Gridworld,Requested Feedback,Keyboard,3,2,0,1,3,RIGHT,0,2,-0.5,-1.0,0,0,0,0.04995001250000001,0
1788307645.264969,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,Study 1,Gridworld,Requested Feedback,Keyboard,3,3,0,2,3,RIGHT,0,3,-0.5,-1.5,0,0,0,0.04995001250000001,0
1788307645.327241,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,Study 1,Gridworld,Requested Feedback,Keyboard,3,4,0,3,0,UP,-1,3,-50.0,-51.5,1,0,1,0.04992503749375001,0
1788307645.405360,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,Study 1,Gridworld,Requested Feedback,Keyboard,4,1,0,0,2,LEFT,0,-1,-50.0,-50.0,1,0,1,0.049900074975003136,0
