participant_id,session_id,trial_id,condition_code,run_code,condition_name,practice,episode,step,selected_step,pause_step,steps_back,feedback_timing,modality,requested,skipped,timeout,state_row,state_col,action,action_name,request_timestamp,pause_timestamp,response_timestamp,response_latency_ms
P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,15,6,6,,,Requested Feedback,,1,1,1,0,2,,,1788307648.636910,,1788307658.638711,10001.801
P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,30,6,6,,,Requested Feedback,,1,1,1,0,2,,,1788307663.167465,,1788307673.177949,10010.484
