timestamp,participant_id,session_id,trial_id,condition_code,run_code,condition_name,practice,episode,steps,total_reward,target_reached,human_feedback_given
1788307644.850368,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,1,2,-50.5,0,0
1788307645.069239,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,2,3,-52.0,0,0
1788307645.332758,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,3,4,-51.5,0,0
1788307645.411363,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,4,1,-50.0,0,0
1788307645.551831,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,5,2,-50.5,0,0
1788307645.630615,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,6,1,-50.0,0,0
1788307646.021733,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,7,6,-54.5,0,0
1788307646.100239,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,8,1,-50.0,0,0
1788307646.240690,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,9,2,-50.5,0,0
1788307646.505817,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,10,4,-51.5,0,0
1788307646.963612,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,11,7,-54.0,0,0
1788307647.696415,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,12,11,-59.0,0,0
1788307647.915739,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,13,3,-51.0,0,0
1788307648.245919,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,14,5,-54.0,0,0
1788307658.723972,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,15,7,-55.0,0,0
1788307658.928601,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,16,3,-51.0,0,0
1788307659.146626,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,17,3,-51.0,0,0
1788307659.609074,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,18,7,-54.0,0,0
1788307659.747253,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,19,2,-50.5,0,0
1788307660.017601,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,20,4,-51.5,0,0
1788307660.157997,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,21,2,-50.5,0,0
1788307660.422595,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,22,4,-52.5,0,0
1788307660.500471,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,23,1,-50.0,0,0
1788307661.142979,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,24,7,-55.0,0,0
1788307661.410348,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,25,4,-51.5,0,0
1788307661.686035,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,26,4,-52.5,0,0
1788307662.147135,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,27,7,-54.0,0,0
1788307662.481263,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,28,5,-53.0,0,0
1788307662.759675,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,29,4,-51.5,0,0
1788307673.249343,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,30,7,-55.0,0,0
1788307674.138552,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,31,14,-61.5,0,0
1788307674.536503,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,32,6,-53.5,0,0
1788307674.875360,P001,P001_S01,P001_S01_ST1ST_T01_R02,T01,R02,Gridworld_Requested_Keyboard,0,33,5,-52.0,0,0
