event_timestamp,eye_timestamp,status,reason,sample_age_seconds,calibration_valid,combined_valid,left_valid,right_valid,raw_x,raw_y,raw_z,coordinate_frame,camera_x,camera_y,camera_z,horizontal_deg,vertical_deg,center_horizontal_deg,center_vertical_deg,delta_horizontal_deg,delta_vertical_deg,instant_direction,rolling_direction,rolling_confidence,rolling_runner_up,rolling_margin,prob_left,prob_right,prob_up,prob_down,prob_center,instant_prob_left,instant_prob_right,instant_prob_up,instant_prob_down,instant_prob_center,valid_samples,required_samples
1787856680.088216,839101874701,center_set,first_valid_direction_sample,,,,,,0.04554031416773796,0.110903799533844,0.9927873015403748,pv_camera,-0.14101361619957067,0.10877740892365925,0.984013534131607,-8.155222600574614,6.308128416104501,-8.155222600574614,6.308128416104501,,,center,,,,,,,,,,,,,,,,
1787856680.103915,839102096922,valid,neutral_center_adaptation,,,,,,0.03533148393034935,0.09539271891117096,0.9948126077651978,pv_camera,-0.13674363945545434,0.10446375866965076,0.9850829915256307,-7.902971824684207,6.053344076080992,-8.155222600574614,6.308128416104501,0.2522507758904071,-0.2547843400235088,center,,,,,0.00937278862468402,0.012062017186677298,0.01207730681600528,0.00936092286139554,0.9571269645112378,,,,,,0,
1787856680.119676,839102319146,valid,neutral_center_adaptation,,,,,,0.032833173871040344,0.08776210993528366,0.9956002831459045,pv_camera,-0.12334854495868153,0.09623158808867782,0.9876864977868772,-7.118603819810577,5.564838393552444,-8.142610061780093,6.295389199103325,1.0240062419695164,-0.7305508055508811,center,,,,,0.006347109683930852,0.017672429739685566,0.015260656793901275,0.007350198058590295,0.9533696057238921,,,,,,0,
1787856680.151483,839102652480,valid,neutral_center_adaptation,,,,,,0.023871980607509613,0.06502768397331238,0.9975979328155518,pv_camera,-0.09971819079851849,0.08745983668098756,0.9911644966359545,-5.745031228194593,5.042688872063425,-8.091409749681617,6.258861658825781,2.346378521487024,-1.216172786762356,center,,,,,0.003224706656552734,0.033690655309579584,0.019146456149363795,0.005674286645679602,0.9382638952388243,,,,,,0,
1787856680.167423,839102874704,valid,neutral_center_adaptation,,,,,,0.01984332501888275,0.05807950347661972,0.9981148838996887,pv_camera,-0.10206829351235594,0.09095880490057957,0.990610195420244,-5.882756063892101,5.246244114148221,-7.974090823607265,6.198053019487663,2.0913347597151644,-0.9518089053394423,center,,,,,0.0036823130993572347,0.02981095293221722,0.016862849484353036,0.0065097694543548934,0.9431341150297176,,,,,,0,
1787856680.198724,839103096925,valid,neutral_center_adaptation,,,,,,0.007871206849813461,0.04015636444091797,0.9991624355316162,pv_camera,-0.07862020577023396,0.07626384556503582,0.9939832438750054,-4.522457708730068,4.387450545263596,-7.8695240856215065,6.15046257422069,3.347066376891439,-1.7630120289570934,center,,,,,0.001907022988503234,0.05419614379587334,0.024546826627331403,0.004210454315584724,0.9151395522727073,,,,,,0,
1787856680.230830,839103541370,valid,neutral_center_adaptation,,,,,,-0.009516945108771324,0.017560061067342758,0.9998005628585815,pv_camera,-0.05758697557969442,0.05846005378651502,0.9966273939416181,-3.306979082167118,3.3570024995648575,-7.702170766776934,6.062311972772835,4.3951916846098165,-2.7053094732079774,center,,,,,0.001075656204433073,0.08719287184577272,0.03745654559691815,0.0025039563069307767,0.8717709700459453,,,,,,0,
1787856680.246491,839103652482,valid,neutral_center_adaptation,,,,,,-0.018662363290786743,0.0026882393285632133,0.9998223185539246,pv_camera,-0.03361263424664498,0.03985522339696846,0.9986399511270211,-1.9277571561089188,2.285433168957868,-7.482411182546443,5.927046499112436,5.5546540264375235,-3.6416133301545677,center,,,,,0.0005529585818083701,0.1429052536671097,0.05490813416069663,0.0014391435369022923,0.8001945100534831,,,,,,0,
1787856680.278311,839103874704,valid,neutral_center_adaptation,,,,,,-0.019540224224328995,-0.0007015522569417953,0.9998088479042053,pv_camera,-0.03527423794798582,0.04379883450244839,0.9984174428731781,-2.0234268668986006,2.511855602447171,-7.204678481224566,5.744965832604707,5.181251614325966,-3.2331102301575356,center,,,,,0.0006899502257812766,0.12274582989854682,0.04634183429842862,0.0018274743400712608,0.8283949112371719,,,,,,0,
1787856680.310429,839104208040,valid,neutral_center_adaptation,,,,,,-0.01768946275115013,-0.007722501177340746,0.9998137950897217,pv_camera,-0.02374417645509705,0.044921033273258436,0.9987083232126045,-1.3619440497027309,2.575378584178177,-6.945615900508268,5.58331032109683,5.583671850805537,-3.007931736918653,center,,,,,0.0005517769143159992,0.14679842623922948,0.040495479019700235,0.002000222854934547,0.8101540949718198,,,,,,0,
1787856680.326064,839104430263,valid,neutral_center_adaptation,,,,,,-0.019421067088842392,-0.009630953893065453,0.9997650980949402,pv_camera,-0.017354360460812925,0.0400084259293294,0.9990486234551618,-0.9951784056222878,2.293271480087786,-6.666432307967991,5.4329137342508975,5.671253902345703,-3.1396422541631117,center,,,,,0.0005233329482013033,0.15197507043764427,0.04285878634969511,0.0018557119423844603,0.802787098322075,,,,,,0,
1787856680.342187,839104541373,valid,neutral_center_adaptation,,,,,,-0.019711153581738472,-0.011405715718865395,0.9997407793998718,pv_camera,-0.017006014467620043,0.04146859216461883,0.9989950707264834,-0.9752588177427699,2.3770007547360086,-6.382869612850706,5.275931621542742,5.407610795107936,-2.898930866806733,center,,,,,0.0006113281013333622,0.1363860301480879,0.03890603413492846,0.002143025232787031,0.8219535823828633,,,,,,0,
1787856680.358009,839104652485,valid,neutral_center_adaptation,,,,,,-0.020801370963454247,-0.013712584972381592,0.9996896386146545,pv_camera,-0.010159421951244231,0.034313273757801306,0.9993594875667308,-0.5824450122819396,1.9664932954226824,-6.1124890730953085,5.1309850782024045,5.530044060813369,-3.164491782779722,center,,,,,0.0005671819553678347,0.14301777782920438,0.04382449045812706,0.0018509537026799108,0.8107395960546209,,,,,,0,
1787856680.389882,839105025101,valid,neutral_center_adaptation,,,,,,-0.02743447571992874,-0.016931168735027313,0.9994803071022034,pv_camera,-0.00671758889344091,0.028298035795430873,0.9995769581025661,-0.38504658868528535,1.6216110877284813,-5.835986870054639,4.972760489063418,5.450940281369354,-3.351149401334937,center,,,,,0.0005908925987875249,0.13766446003168153,0.04817902861113531,0.0016883883484940377,0.8118772304099015,,,,,,0,
1787856680.421390,839105357911,valid,neutral_center_adaptation,,,,,,-0.04605918750166893,-0.028558488935232162,0.998530387878418,pv_camera,0.0043961949854719315,0.01202515053595408,0.999918031252681,0.2519024437871424,0.6890136384304208,-5.5634398559861715,4.8052030189966715,5.815342299773314,-4.116189380566251,center,,,,,0.0004693192492037503,0.1574125804787334,0.06730898941294448,0.001097576337571582,0.7737115345215467,,,,,,0,
1787856680.437308,839105469023,valid,neutral_center_adaptation,,,,,,-0.04920458793640137,-0.027796391397714615,0.9984018802642822,pv_camera,0.0023984577343036323,0.011810798332079599,0.9999273735843297,0.13743122310557845,0.6767265775709076,-5.272672740997505,4.599393549968358,5.410103964103084,-3.9226669723974505,center,,,,,0.0005954911702199029,0.13318448153145046,0.06330831951476659,0.0012527608278055052,0.8016589469557575,,,,,,0,
1787856680.468861,839105913469,invalid,combined_gaze_invalid,,True,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787856680.484725,839106024580,valid,neutral_center_adaptation,,,,,,-0.0567471906542778,-0.03331920877099037,0.9978325366973877,pv_camera,0.0062772646766717025,0.012243122180593992,0.99990534647408,0.35969009398220597,0.7015105767922843,-5.002167542792351,4.403260201348486,5.361857636774556,-3.7017496245562014,center,,,,,0.0006159652472332341,0.1312748087825273,0.057239195331909645,0.001412680936172191,0.8094573497021577,,,,,,0,
1787856680.532370,839106469025,invalid,combined_gaze_invalid,,True,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787856680.548470,839106580136,valid,neutral_center_adaptation,,,,,,-0.06797026842832565,-0.03889226168394089,0.9969291687011719,pv_camera,0.010916114037218292,-0.004102128273400622,0.9999320031871943,0.6254649479492619,-0.235049301179451,-4.734074660953622,4.218172720120675,5.359539608902884,-4.453222021300126,center,,,,,0.0006013389034656701,0.12786090646198325,0.0812705905290907,0.0009460708577040983,0.7893210932477562,,,,,,0,
1787856680.564143,839106691248,invalid,combined_gaze_invalid,,True,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787856680.580114,839106802360,invalid,combined_gaze_invalid,,True,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787856680.611552,839107135694,valid,below_threshold_or_ambiguous,,,,,,0.048897575587034225,-0.07507210224866867,0.995978593826294,pv_camera,0.05173319160322699,0.10728946502106171,0.9928809835937227,2.9826490821122262,6.1673789996531925,-4.4660976805084776,3.995511619055668,7.448746762620704,2.1718673805975244,ambiguous,,,,,0.000179010879266408,0.30748861607194483,0.002504604891238438,0.021977042255248713,0.6678507259023015,,,,,,0,
1787856680.627196,839107357916,valid,below_threshold_or_ambiguous,,,,,,0.05367521941661835,-0.07525020092725754,0.9957190752029419,pv_camera,0.053476719123227226,0.1130516618885993,0.9921489617270388,3.0852507246728558,6.500602380887145,-4.4660976805084776,3.995511619055668,7.551348405181333,2.5050907618314766,ambiguous,,,,,0.00016676101470589587,0.3173974785618301,0.0020791003591594456,0.025457898343811763,0.6548987617204928,,,,,,0,
1787856680.643002,839107580139,valid,below_threshold_or_ambiguous,,,,,,0.052240971475839615,-0.07994294166564941,0.9954296350479126,pv_camera,0.055517236978475895,0.11940809001743377,0.9912918563352895,3.2054978591866803,6.868587157947432,-4.4660976805084776,3.995511619055668,7.671595539695158,2.8730755388917637,ambiguous,,,,,0.00015328215854669056,0.32902069687226326,0.0016884063872181108,0.029870179954846345,0.6392674346271255,,,,,,0,
1787856680.658763,839107691252,valid,below_threshold_or_ambiguous,,,,,,0.05163458734750748,-0.08104829490184784,0.9953718781471252,pv_camera,0.060550039161400115,0.11284247856116335,0.9917662364638787,3.4937273489185383,6.491159400877879,-4.4660976805084776,3.995511619055668,7.959825029427016,2.495647781822211,ambiguous,,,,,0.00012684985571324482,0.3632436782625101,0.0019490410714755643,0.023641065778805648,0.6110393650314956,,,,,,0,
1787856680.690392,839108135696,valid,below_threshold_or_ambiguous,,,,,,0.04102857783436775,-0.08821666240692139,0.9952560663223267,pv_camera,0.0704763714345582,0.10669088962616884,0.9917913768228653,4.064587227063233,6.1399204203500295,-4.4660976805084776,3.995511619055668,8.530684907571711,2.1444088012943614,ambiguous,,,,,8.540046298339915e-05,0.43280234716230814,0.0020807622569927243,0.01776345216939034,0.5472680379483253,,,,,,0,
1787856680.722381,839108357918,valid,below_threshold_or_ambiguous,,,,,,0.03380084037780762,-0.08659504354000092,0.9956701397895813,pv_camera,0.07120597503296978,0.0943280613193379,0.992991402766076,4.101576702225996,5.426462420602583,-4.4660976805084776,3.995511619055668,8.567674382734474,1.4309508015469148,ambiguous,,,,,8.35314914206627e-05,0.43928254093487257,0.0029618978106444385,0.0123886535408068,0.5452833762222556,,,,,,0,
1787856680.738335,839108469030,valid,below_threshold_or_ambiguous,,,,,,0.03578845039010048,-0.08900247514247894,0.995388388633728,pv_camera,0.0742010046831805,0.09883598837735662,0.9923334410899783,4.276291851516972,5.687876695562991,-4.4660976805084776,3.995511619055668,8.742389532025449,1.6923650765073233,ambiguous,,,,,7.349680165307175e-05,0.46029893789023557,0.0024955242793297133,0.013556469884686931,0.5235755711440947,,,,,,0,
1787856680.769876,839108802363,valid,below_threshold_or_ambiguous,,,,,,0.037014614790678024,-0.08916930854320526,0.9953285455703735,pv_camera,0.07638965370311666,0.09445051956994101,0.992594438912533,4.400784666368816,5.43562498022492,-4.4660976805084776,3.995511619055668,8.866882346877293,1.4401133611692516,ambiguous,,,,,6.716155926422747e-05,0.4763858413691052,0.0027531074704292197,0.011621346518943535,0.5091725430822577,,,,,,0,
1787856680.785796,839109024587,valid,below_threshold_or_ambiguous,,,,,,0.03557923808693886,-0.09182954579591751,0.9951390027999878,pv_camera,0.08056672151736466,0.09752990213877241,0.9919661897326667,4.643326499166603,5.61526127798485,-4.4660976805084776,3.995511619055668,9.10942417967508,1.6197496589291815,ambiguous,,,,,5.600400529576316e-05,0.5062811320862862,0.0023690882884243787,0.011968220577107625,0.47932555504288615,,,,,,0,
1787856680.817196,839109246809,invalid,combined_gaze_invalid,,True,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787856680.848949,839109469032,valid,below_threshold_or_ambiguous,,,,,,0.03640557825565338,-0.0877661406993866,0.995475709438324,pv_camera,0.07328639831702756,0.08411581062294632,0.9937573316584701,4.217743827784104,4.838223637516881,-4.4660976805084776,3.995511619055668,8.68384150829258,0.8427120184612131,ambiguous,,,,,7.69614399861051e-05,0.45458765091898756,0.0038810820085983136,0.009014424363390745,0.5324398812690374,,,,,,0,
1787856680.864966,839109691256,valid,below_threshold_or_ambiguous,,,,,,0.03421369194984436,-0.08846543729305267,0.9954915642738342,pv_camera,0.07490240528996972,0.084685950176201,0.9935884054901863,4.311130808888179,4.871684158996374,-4.4660976805084776,3.995511619055668,8.777228489396656,0.8761725399407063,ambiguous,,,,,7.188241872851952e-05,0.46614881157784793,0.003735211362326431,0.008970818733741098,0.5210732759073562,,,,,,0,
1787856680.881086,839109803248,valid,below_threshold_or_ambiguous,,,,,,0.03288053348660469,-0.08943437784910202,0.9954499006271362,pv_camera,0.07623518363557284,0.08479078849191102,0.9934780918384514,4.3880293988845995,4.87822505266817,-4.4660976805084776,3.995511619055668,8.854127079393077,0.8827134336125018,ambiguous,,,,,6.792886185053825e-05,0.4757215997896486,0.003656156840790064,0.008838577839687282,0.5117157366680235,,,,,,0,
1787856680.896925,839110064107,valid,below_threshold_or_ambiguous,,,,,,0.029089171439409256,-0.09486616402864456,0.9950650930404663,pv_camera,0.08069834823935679,0.07939202068018697,0.9935716801739854,4.643396966306452,4.568551445240216,-4.4660976805084776,3.995511619055668,9.10949464681493,0.5730398261845475,ambiguous,,,,,5.6183487211573746e-05,0.5079394561659606,0.004011218350393851,0.007114499248576651,0.4808786427478573,,,,,,0,
1787856680.928430,839110396931,valid,below_threshold_or_ambiguous,,,,,,0.02661977708339691,-0.09553772211074829,0.9950699210166931,pv_camera,0.08149995807728652,0.0752453355024537,0.9938289069646362,4.68810874239258,4.3297497522708515,-4.4660976805084776,3.995511619055668,9.154206422901058,0.33423813321518336,ambiguous,,,,,5.433339712174982e-05,0.5136747227823861,0.004469908559902978,0.006243906856328602,0.4755571284042605,,,,,,0,
1787856680.944312,839110508044,invalid,combined_gaze_invalid,,True,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787856680.960416,839110730265,valid,below_threshold_or_ambiguous,,,,,,0.02975161001086235,-0.08940783888101578,0.995550811290741,pv_camera,0.07587764506174777,0.07742171582925597,0.9941068659344112,4.364777820758274,4.4532450494885145,-4.4660976805084776,3.995511619055668,8.830875501266751,0.4577334304328464,ambiguous,,,,,6.916058185235241e-05,0.4732156935095837,0.00455054420064691,0.007192078850730586,0.5149725228571864,,,,,,0,
1787856680.992409,839111063600,valid,below_threshold_or_ambiguous,,,,,,0.03365578502416611,-0.07726266980171204,0.9964426159858704,pv_camera,0.06345261941916569,0.08178139120608237,0.994628357297963,3.6502551064889945,4.700460886887588,-4.4660976805084776,3.995511619055668,8.116352786997473,0.7049492678319198,ambiguous,,,,,0.00011518137304047727,0.3857176213509195,0.0046854151456610284,0.009482080851309072,0.59999970127907,,,,,,0,
