participant_code,session_id,trial_id,condition_code,run_code,condition_name,study,environment,feedback_timing,modality,practice,trial_started_at_epoch,host_time_epoch,host_time_iso_utc,trial_elapsed_s,host_monotonic,eet_sample_index,eet_timestamp_hl2ss,calibration_valid,combined_valid,combined_origin_x,combined_origin_y,combined_origin_z,combined_direction_x,combined_direction_y,combined_direction_z,left_valid,left_origin_x,left_origin_y,left_origin_z,left_direction_x,left_direction_y,left_direction_z,right_valid,right_origin_x,right_origin_y,right_origin_z,right_direction_x,right_direction_y,right_direction_z
P001,P001_S01,P001_S01_ST1TR_TR03_R01,TR03,R01,Gridworld_Requested_Voice,Study 1,Gridworld,Requested Feedback,Voice,1,1787856672.1468937,1787856672.1647685,2026-08-27T18:51:12.164768+00:00,0.017874717712402344,548398.937,1,839022804941,1,1,0.0501621775329113,-0.045147113502025604,-0.03796135634183884,-0.06998657435178757,-0.2188282310962677,0.9732503890991211,1,0.049983665347099304,-0.014912606216967106,-0.0370422787964344,-0.06954464316368103,-0.2740165889263153,0.9592071771621704,1,0.05025796592235565,-0.0836792066693306,-0.03911508247256279,-0.06846102327108383,-0.14024046063423157,0.9877477884292603
P001,P001_S01,P001_S01_ST1TR_TR03_R01,TR03,R01,Gridworld_Requested_Voice,Study 1,Gridworld,Requested Feedback,Voice,1,1787856672.1468937,1787856672.1775057,2026-08-27T18:51:12.177506+00:00,0.03061199188232422,548398.953,2,839022916054,1,1,0.05015028640627861,-0.04510273039340973,-0.03795170783996582,-0.07014648616313934,-0.21493861079216003,0.9741052985191345,1,0.049978453665971756,-0.014896539971232414,-0.037033747881650925,-0.07048382610082626,-0.27234748005867004,0.9596139192581177,1,0.050254903733730316,-0.08364476263523102,-0.03909198194742203,-0.06922382861375809,-0.13656941056251526,0.9882090091705322
P001,P001_S01,P001_S01_ST1TR_TR03_R01,TR03,R01,Gridworld_Requested_Voice,Study 1,Gridworld,Requested Feedback,Voice,1,1787856672.1468937,1787856672.1785102,2026-08-27T18:51:12.178510+00:00,0.0316164493560791,548398.953,3,839023027166,1,1,0.05013836920261383,-0.04507215693593025,-0.03794213384389877,-0.07037071883678436,-0.2113976925611496,0.9748637080192566,1,0.04997249320149422,-0.014867306686937809,-0.037037841975688934,-0.07086025923490524,-0.2696150541305542,0.9603574872016907,1,0.05025471746921539,-0.08360052108764648,-0.03906247019767761,-0.06951197981834412,-0.13206633925437927,0.988800585269928
P001,P001_S01,P001_S01_ST1TR_TR03_R01,TR03,R01,Gridworld_Requested_Voice,Study 1,Gridworld,Requested Feedback,Voice,1,1787856672.1468937,1787856672.1955085,2026-08-27T18:51:12.195508+00:00,0.0486147403717041,548398.968,4,839023138279,1,1,0.050127118825912476,-0.04504033178091049,-0.03793526068329811,-0.07047642767429352,-0.20863106846809387,0.9754518270492554,1,0.04996933788061142,-0.014840330928564072,-0.03704775869846344,-0.07075636088848114,-0.2674224078655243,0.9609779119491577,1,0.05025387182831764,-0.08359529078006744,-0.03906293585896492,-0.06939608603715897,-0.1321917027235031,0.9887919425964355
P001,P001_S01,P001_S01_ST1TR_TR03_R01,TR03,R01,Gridworld_Requested_Voice,Study 1,Gridworld,Requested Feedback,Voice,1,1787856672.1468937,1787856672.2091985,2026-08-27T18:51:12.209198+00:00,0.06230473518371582,548398.984,5,839023249393,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.049959614872932434,-0.01483866572380066,-0.03700737655162811,-0.07482386380434036,-0.2644261121749878,0.9614989161491394,1,0.05024361610412598,-0.0836087241768837,-0.03909965604543686,-0.07397658377885818,-0.13092440366744995,0.9886285066604614
P001,P001_S01,P001_S01_ST1TR_TR03_R01,TR03,R01,Gridworld_Requested_Voice,Study 1,Gridworld,Requested Feedback,Voice,1,1787856672.1468937,1787856672.212201,2026-08-27T18:51:12.212201+00:00,0.0653073787689209,548398.984,6,839023360505,1,1,0.05011843517422676,-0.0456308051943779,-0.037948932498693466,-0.07237992435693741,-0.20183546841144562,0.9767414331436157,1,0.0499536469578743,-0.014843756332993507,-0.03698420524597168,-0.07588870078325272,-0.2643953561782837,0.961423933506012,1,0.0502433218061924,-0.0835806354880333,-0.03908632695674896,-0.07489114254713058,-0.1272156983613968,0.9890437126159668
P001,P001_S01,P001_S01_ST1TR_TR03_R01,TR03,R01,Gridworld_Requested_Voice,Study 1,Gridworld,Requested Feedback,Voice,1,1787856672.1468937,1787856672.2292044,2026-08-27T18:51:12.229204+00:00,0.08231067657470703,548399.0,7,839023471618,1,1,0.050112638622522354,-0.04649295285344124,-0.03797398880124092,-0.0737122967839241,-0.19765502214431763,0.9774964451789856,1,0.04994793236255646,-0.014815924689173698,-0.03698292002081871,-0.07599472254514694,-0.26110193133354187,0.9623152017593384,1,0.050243210047483444,-0.08356267213821411,-0.03908267989754677,-0.0749717503786087,-0.1250077337026596,0.9893191456794739
P001,P001_S01,P001_S01_ST1TR_TR03_R01,TR03,R01,Gridworld_Requested_Voice,Study 1,Gridworld,Requested Feedback,Voice,1,1787856672.1468937,1787856672.24432,2026-08-27T18:51:12.244320+00:00,0.09742617607116699,548399.015,8,839023582731,1,1,0.050109900534152985,-0.04762350767850876,-0.0380086787045002,-0.07461801171302795,-0.19310948252677917,0.9783357381820679,1,0.04994526505470276,-0.014802966266870499,-0.03697836026549339,-0.07601942867040634,-0.2600031793117523,0.9626107215881348,1,0.050239209085702896,-0.08354965597391129,-0.0390792116522789,-0.07503663003444672,-0.12387873232364655,0.9894562363624573
P001,P001_S01,P001_S01_ST1TR_TR03_R01,TR03,R01,Gridworld_Requested_Voice,Study 1,Gridworld,Requested Feedback,Voice,1,1787856672.1468937,1787856672.24432,2026-08-27T18:51:12.244320+00:00,0.09742617607116699,548399.015,9,839023693844,1,1,0.05010736361145973,-0.04859600588679314,-0.03803606331348419,-0.07545404881238937,-0.19112026691436768,0.9786623120307922,1,0.04994475468993187,-0.014793175272643566,-0.03696145862340927,-0.07658687233924866,-0.25805380940437317,0.963090181350708,1,0.050232257694005966,-0.08354314416646957,-0.03907976672053337,-0.07570990920066833,-0.12233579158782959,0.9895969033241272
P001,P001_S01,P001_S01_ST1TR_TR03_R01,TR03,R01,Gridworld_Requested_Voice,Study 1,Gridworld,Requested Feedback,Voice,1,1787856672.1468937,1787856672.2602339,2026-08-27T18:51:12.260234+00:00,0.11334013938903809,548399.031,10,839023804958,1,1,0.050104476511478424,-0.04902803152799606,-0.03804141655564308,-0.07586348801851273,-0.18816421926021576,0.9792032837867737,1,0.04994475468993187,-0.014785585924983025,-0.036950331181287766,-0.07620303332805634,-0.2573055922985077,0.963320791721344,1,0.05022649094462395,-0.08351840823888779,-0.039069391787052155,-0.07527505606412888,-0.11970659345388412,0.9899515509605408
