participant_id,session_id,trial_id,condition_code,run_code,condition_name,practice,episode,step,selected_step,pause_step,steps_back,feedback_timing,modality,requested,skipped,timeout,state_row,state_col,action,action_name,request_timestamp,pause_timestamp,response_timestamp,response_latency_ms
P001,P001_S01,P001_S01_ST1TR_TR01_R01,TR01,R01,Gridworld_Requested_Keyboard,1,15,6,6,,,Requested Feedback,Keyboard,1,0,0,0,2,3,RIGHT,1787761372.345035,,1787761373.301014,955.979
P001,P001_S01,P001_S01_ST1TR_TR01_R01,TR01,R01,Gridworld_Requested_Keyboard,1,28,9,9,,,Requested Feedback,Keyboard,1,0,0,0,3,1,DOWN,1787761376.949492,,1787761377.831176,881.683
P001,P001_S01,P001_S01_ST1TR_TR01_R01,TR01,R01,Gridworld_Requested_Keyboard,1,30,6,6,,,Requested Feedback,Keyboard,1,0,0,2,0,1,DOWN,1787761378.470737,,1787761382.426491,3955.754
P001,P001_S01,P001_S01_ST1TR_TR01_R01,TR01,R01,Gridworld_Requested_Keyboard,1,42,8,8,,,Requested Feedback,Keyboard,1,0,0,4,0,3,RIGHT,1787761387.867715,,1787761388.779656,911.942
P001,P001_S01,P001_S01_ST1TR_TR01_R01,TR01,R01,Gridworld_Requested_Keyboard,1,48,9,9,,,Requested Feedback,Keyboard,1,0,0,4,1,3,RIGHT,1787761391.257865,,1787761392.502794,1244.929
