participant_code,session_id,trial_id,condition_code,run_code,condition_name,study,environment,feedback_timing,modality,practice,trial_started_at_epoch,host_time_epoch,host_time_iso_utc,trial_elapsed_s,host_monotonic,pv_frame_index,pv_timestamp_hl2ss,eet_timestamp_hl2ss,pv_eet_delta_ms,eye_calibration_valid,combined_gaze_valid,projection_valid,pointer_in_frame,gaze_pixel_x_raw,gaze_pixel_y_raw,overlay_pixel_x_drawn,overlay_pixel_y_drawn,assumed_projection_distance_m,combined_origin_x,combined_origin_y,combined_origin_z,combined_direction_x,combined_direction_y,combined_direction_z
P001,P001_S01,P001_S01_ST1TR_TR07_R01,TR07,R01,Gridworld_Anytime_Voice,Study 1,Gridworld,Anytime Feedback,Voice,1,1787856699.104859,1787856699.211906,2026-08-27T18:51:39.211906+00:00,0.10704684257507324,548425.984,1,839292153671,839292142557,1.1114,1,1,1,1,800.3721012380887,361.84798352359854,800.3721012380887,361.84798352359854,1.5,0.050284888595342636,-0.04450695216655731,-0.03821980208158493,-0.04733662307262421,-0.17933665215969086,0.9826483130455017
P001,P001_S01,P001_S01_ST1TR_TR07_R01,TR07,R01,Gridworld_Anytime_Voice,Study 1,Gridworld,Anytime Feedback,Voice,1,1787856699.104859,1787856699.2549026,2026-08-27T18:51:39.254903+00:00,0.15004348754882812,548426.031,2,839292486871,839292475899,1.0972,1,1,1,1,789.579605604318,358.03965173079104,795.839253071905,360.2484841706194,1.5,0.05023403838276863,-0.044188667088747025,-0.03819267824292183,-0.05142512172460556,-0.16964928805828094,0.9841620326042175
P001,P001_S01,P001_S01_ST1TR_TR07_R01,TR07,R01,Gridworld_Anytime_Voice,Study 1,Gridworld,Anytime Feedback,Voice,1,1787856699.104859,1787856699.2669072,2026-08-27T18:51:39.266907+00:00,0.1620481014251709,548426.031,3,839292820070,839292809240,1.083,1,1,1,1,781.1853555982273,356.013370689013,789.6846161329604,358.46973650834474,1.5,0.050164300948381424,-0.04472893476486206,-0.03818554803729057,-0.05368783697485924,-0.16153842210769653,0.9854050278663635
P001,P001_S01,P001_S01_ST1TR_TR07_R01,TR07,R01,Gridworld_Anytime_Voice,Study 1,Gridworld,Anytime Feedback,Voice,1,1787856699.104859,1787856699.2794158,2026-08-27T18:51:39.279416+00:00,0.17455673217773438,548426.046,4,839293153270,839293142580,1.069,1,1,1,1,776.2495284158464,354.7625566344532,784.0418792917726,356.9127209613103,1.5,0.050117943435907364,-0.04552125185728073,-0.038183245807886124,-0.05505117028951645,-0.1564624309539795,0.9861485362052917
P001,P001_S01,P001_S01_ST1TR_TR07_R01,TR07,R01,Gridworld_Anytime_Voice,Study 1,Gridworld,Anytime Feedback,Voice,1,1787856699.104859,1787856699.2914152,2026-08-27T18:51:39.291415+00:00,0.18655610084533691,548426.062,5,839293486469,839293475921,1.0548,1,1,1,1,772.3804563723501,353.64618037554175,779.1440816656152,355.54077391528756,1.5,0.050117138773202896,-0.04709148406982422,-0.03821609541773796,-0.05628091096878052,-0.15186096727848053,0.9867982864379883
P001,P001_S01,P001_S01_ST1TR_TR07_R01,TR07,R01,Gridworld_Anytime_Voice,Study 1,Gridworld,Anytime Feedback,Voice,1,1787856699.104859,1787856699.3117273,2026-08-27T18:51:39.311727+00:00,0.20686817169189453,548426.078,6,839293819669,839293809262,1.0407,1,1,1,1,767.6983562829796,352.5008643859048,774.3368770049083,354.2640119129468,1.5,0.050108928233385086,-0.048179879784584045,-0.038247205317020416,-0.05760854482650757,-0.14678789675235748,0.9874891042709351
P001,P001_S01,P001_S01_ST1TR_TR07_R01,TR07,R01,Gridworld_Anytime_Voice,Study 1,Gridworld,Anytime Feedback,Voice,1,1787856699.104859,1787856699.4884918,2026-08-27T18:51:39.488492+00:00,0.3836326599121094,548426.265,7,839294152868,839294142603,1.0265,1,1,1,1,765.1576440706235,350.4427580394562,770.4815991725087,352.65908528608077,1.5,0.05009757727384567,-0.04851005971431732,-0.0382586270570755,-0.059707581996917725,-0.14425109326839447,0.9877382516860962
P001,P001_S01,P001_S01_ST1TR_TR07_R01,TR07,R01,Gridworld_Anytime_Voice,Study 1,Gridworld,Anytime Feedback,Voice,1,1787856699.104859,1787856699.6280165,2026-08-27T18:51:39.628016+00:00,0.5231573581695557,548426.39,8,839294486068,839294475944,1.0124,1,1,1,1,763.1848806663146,351.8076579715575,767.4169773999072,352.301485813981,1.5,0.05008203163743019,-0.04863420128822327,-0.03826159983873367,-0.05848727002739906,-0.14224576950073242,0.9881020188331604
P001,P001_S01,P001_S01_ST1TR_TR07_R01,TR07,R01,Gridworld_Anytime_Voice,Study 1,Gridworld,Anytime Feedback,Voice,1,1787856699.104859,1787856699.771531,2026-08-27T18:51:39.771531+00:00,0.6666719913482666,548426.546,9,839294819268,839294809287,0.9981,1,1,1,1,790.1923809908573,355.8672136214077,776.9826469081063,353.79909149310026,1.5,0.05010693892836571,-0.04515087604522705,-0.03817236050963402,-0.053416818380355835,-0.16967695951461792,0.9840511083602905
P001,P001_S01,P001_S01_ST1TR_TR07_R01,TR07,R01,Gridworld_Anytime_Voice,Study 1,Gridworld,Anytime Feedback,Voice,1,1787856699.104859,1787856699.8554065,2026-08-27T18:51:39.855407+00:00,0.7505474090576172,548426.625,10,839295152467,839295142626,0.9841,1,1,1,1,783.407013871423,355.9411431453152,779.6808810326993,354.69875318703055,1.5,0.050120096653699875,-0.046458855271339417,-0.038192205131053925,-0.05366586148738861,-0.16246740520000458,0.9852534532546997
