timestamp,participant_id,session_id,trial_id,condition_code,run_code,condition_name,practice,episode,steps,total_reward,target_reached,human_feedback_given
1787760905.690937,P001,P001_S01,P001_S01_ST1TR_TR03_R03,TR03,R03,Gridworld_Requested_Voice,1,1,2,-50.5,0,0
1787760905.879166,P001,P001_S01,P001_S01_ST1TR_TR03_R03,TR03,R03,Gridworld_Requested_Voice,1,2,3,-52.0,0,0
1787760906.131872,P001,P001_S01,P001_S01_ST1TR_TR03_R03,TR03,R03,Gridworld_Requested_Voice,1,3,4,-51.5,0,0
1787760906.191100,P001,P001_S01,P001_S01_ST1TR_TR03_R03,TR03,R03,Gridworld_Requested_Voice,1,4,1,-50.0,0,0
1787760906.316142,P001,P001_S01,P001_S01_ST1TR_TR03_R03,TR03,R03,Gridworld_Requested_Voice,1,5,2,-50.5,0,0
1787760906.381165,P001,P001_S01,P001_S01_ST1TR_TR03_R03,TR03,R03,Gridworld_Requested_Voice,1,6,1,-50.0,0,0
1787760906.755055,P001,P001_S01,P001_S01_ST1TR_TR03_R03,TR03,R03,Gridworld_Requested_Voice,1,7,6,-54.5,0,0
1787760906.818076,P001,P001_S01,P001_S01_ST1TR_TR03_R03,TR03,R03,Gridworld_Requested_Voice,1,8,1,-50.0,0,0
