participant_code,session_id,trial_id,condition_code,run_code,condition_name,study,environment,feedback_timing,modality,practice,trial_started_at_epoch,host_time_epoch,host_time_iso_utc,trial_elapsed_s,host_monotonic,eet_sample_index,eet_timestamp_hl2ss,calibration_valid,combined_valid,combined_origin_x,combined_origin_y,combined_origin_z,combined_direction_x,combined_direction_y,combined_direction_z,left_valid,left_origin_x,left_origin_y,left_origin_z,left_direction_x,left_direction_y,left_direction_z,right_valid,right_origin_x,right_origin_y,right_origin_z,right_direction_x,right_direction_y,right_direction_z
P001,P001_S01,P001_S01_ST1TR_TR05_R01,TR05,R01,Gridworld_Anytime_Keyboard,Study 1,Gridworld,Anytime Feedback,Keyboard,1,1787856687.5937848,1787856687.691435,2026-08-27T18:51:27.691435+00:00,0.09765028953552246,548414.468,1,839177795774,1,1,0.05008786916732788,-0.04278408735990524,-0.03805658966302872,-0.06827034056186676,-0.1939438432455063,0.978634238243103,1,0.04995173588395119,-0.014651688747107983,-0.037172283977270126,-0.06668243557214737,-0.2483265995979309,0.9663784503936768,1,0.05030133202672005,-0.08342904597520828,-0.03933073580265045,-0.06611815840005875,-0.11646844446659088,0.9909912347793579
P001,P001_S01,P001_S01_ST1TR_TR05_R01,TR05,R01,Gridworld_Anytime_Keyboard,Study 1,Gridworld,Anytime Feedback,Keyboard,1,1787856687.5937848,1787856687.691435,2026-08-27T18:51:27.691435+00:00,0.09765028953552246,548414.468,2,839177906890,1,1,0.050089143216609955,-0.04288114234805107,-0.03805931657552719,-0.06804990768432617,-0.1938282698392868,0.9786725640296936,1,0.04994313046336174,-0.014641668647527695,-0.037176284939050674,-0.06802723556756973,-0.2469276636838913,0.9666430950164795,1,0.05030244588851929,-0.0834209993481636,-0.039314646273851395,-0.0671391412615776,-0.11524070799350739,0.991066038608551
P001,P001_S01,P001_S01_ST1TR_TR05_R01,TR05,R01,Gridworld_Anytime_Keyboard,Study 1,Gridworld,Anytime Feedback,Keyboard,1,1787856687.5937848,1787856687.691435,2026-08-27T18:51:27.691435+00:00,0.09765028953552246,548414.468,3,839178018005,1,1,0.05008814483880997,-0.042635057121515274,-0.03805050998926163,-0.06788244098424911,-0.19397811591625214,0.9786545038223267,1,0.04994041100144386,-0.014629119075834751,-0.03718157857656479,-0.06796757131814957,-0.2453935146331787,0.9670380353927612,1,0.05030035600066185,-0.08342517167329788,-0.039314791560173035,-0.06707463413476944,-0.1155567318201065,0.9910336136817932
P001,P001_S01,P001_S01_ST1TR_TR05_R01,TR05,R01,Gridworld_Anytime_Keyboard,Study 1,Gridworld,Anytime Feedback,Keyboard,1,1787856687.5937848,1787856687.691435,2026-08-27T18:51:27.691435+00:00,0.09765028953552246,548414.468,4,839178129120,1,1,0.05008764564990997,-0.042517587542533875,-0.03804647922515869,-0.06811068952083588,-0.19418053328990936,0.9785984754562378,1,0.04993708059191704,-0.014640232548117638,-0.03716640919446945,-0.06890435516834259,-0.2459985464811325,0.9668179154396057,1,0.05029822885990143,-0.08342865109443665,-0.039338115602731705,-0.0680854469537735,-0.11536628007888794,0.9909869432449341
P001,P001_S01,P001_S01_ST1TR_TR05_R01,TR05,R01,Gridworld_Anytime_Keyboard,Study 1,Gridworld,Anytime Feedback,Keyboard,1,1787856687.5937848,1787856687.7234366,2026-08-27T18:51:27.723437+00:00,0.12965178489685059,548414.5,5,839178240234,1,1,0.050086550414562225,-0.04237039387226105,-0.03803990036249161,-0.06902308017015457,-0.1945623755455017,0.9784587025642395,1,0.04993318021297455,-0.014650147408246994,-0.03715610131621361,-0.07086775451898575,-0.2471795529127121,0.9663745164871216,1,0.05030156672000885,-0.08341879397630692,-0.0393233597278595,-0.07050517201423645,-0.11442090570926666,0.9909272789955139
P001,P001_S01,P001_S01_ST1TR_TR05_R01,TR05,R01,Gridworld_Anytime_Keyboard,Study 1,Gridworld,Anytime Feedback,Keyboard,1,1787856687.5937848,1787856687.7284362,2026-08-27T18:51:27.728436+00:00,0.13465142250061035,548414.5,6,839178351349,1,1,0.05008474364876747,-0.04206230863928795,-0.03802913799881935,-0.0697401836514473,-0.19528117775917053,0.978264570236206,1,0.04993249848484993,-0.01464761607348919,-0.037150461226701736,-0.07112663239240646,-0.24614273011684418,0.9666202068328857,1,0.05030563101172447,-0.08342014253139496,-0.039331477135419846,-0.07076352089643478,-0.11383417248725891,0.9909765124320984
P001,P001_S01,P001_S01_ST1TR_TR05_R01,TR05,R01,Gridworld_Anytime_Keyboard,Study 1,Gridworld,Anytime Feedback,Keyboard,1,1787856687.5937848,1787856687.729436,2026-08-27T18:51:27.729436+00:00,0.1356511116027832,548414.5,7,839178462463,1,1,0.0500829704105854,-0.041857797652482986,-0.03802138939499855,-0.07023775577545166,-0.19562287628650665,0.9781607985496521,1,0.049932681024074554,-0.014647671021521091,-0.0371418222784996,-0.07114898413419724,-0.2458469718694687,0.9666939973831177,1,0.05029096454381943,-0.08342970162630081,-0.03934774175286293,-0.07078742980957031,-0.11453735083341599,0.9908937811851501
P001,P001_S01,P001_S01_ST1TR_TR05_R01,TR05,R01,Gridworld_Anytime_Keyboard,Study 1,Gridworld,Anytime Feedback,Keyboard,1,1787856687.5937848,1787856687.7484374,2026-08-27T18:51:27.748437+00:00,0.15465259552001953,548414.515,8,839178573577,1,1,0.05008214712142944,-0.04178658872842789,-0.03801831603050232,-0.06981020420789719,-0.1953285038471222,0.9782502055168152,1,0.049936894327402115,-0.014635123312473297,-0.0371515154838562,-0.06907691806554794,-0.2454691231250763,0.9669401049613953,1,0.05029667168855667,-0.08342525362968445,-0.03934051841497421,-0.0684296265244484,-0.11498415470123291,0.9910075664520264
P001,P001_S01,P001_S01_ST1TR_TR05_R01,TR05,R01,Gridworld_Anytime_Keyboard,Study 1,Gridworld,Anytime Feedback,Keyboard,1,1787856687.5937848,1787856687.7494369,2026-08-27T18:51:27.749437+00:00,0.15565204620361328,548414.515,9,839178684691,1,1,0.050079282373189926,-0.041411302983760834,-0.03800467401742935,-0.06952811777591705,-0.19563359022140503,0.9782093167304993,1,0.049936845898628235,-0.014639254659414291,-0.0371415801346302,-0.06910666078329086,-0.24571041762828827,0.9668766856193542,1,0.05029630661010742,-0.08342349529266357,-0.03933703154325485,-0.06844251602888107,-0.1146678701043129,0.9910433292388916
P001,P001_S01,P001_S01_ST1TR_TR05_R01,TR05,R01,Gridworld_Anytime_Keyboard,Study 1,Gridworld,Anytime Feedback,Keyboard,1,1787856687.5937848,1787856687.7649436,2026-08-27T18:51:27.764944+00:00,0.1711587905883789,548414.531,10,839178795805,1,1,0.05007844418287277,-0.04136143997311592,-0.038001563400030136,-0.0690968856215477,-0.19561399519443512,0.9782437682151794,1,0.04993858188390732,-0.01464047096669674,-0.037138681858778,-0.06842862814664841,-0.2464953362941742,0.9667251706123352,1,0.05029820650815964,-0.08342663198709488,-0.03932648524641991,-0.06777524203062057,-0.11564552038908005,0.9909756779670715
